ISO-NE Control Room Operators have and maintain a NERC certification at the RC level (per R.1 of PER-003-2), and are proficient at the current qualified level. They have also met the applicable Requirements of PER-005-2 and are approved to cover a Control Room Operator shift position by the Manager, Control Room Operations.	What requirements have ISO-NE Control Room Operators met?	Any ISO-NE qualified Control Room Operator has the authority to take actions required to comply with NERC Reliability Standards. A qualified ISO-NE Control Room Operator has met the following requirements: 1. Have and maintain a NERC certification at the RC level (per R.1 of PER-003-2) 2. Applicable Requirements of PER-005-2 3. Approved to cover a Control Room Operator shift position by the Manager, Control Room Operations 4. Is proficient at the current qualified level.	https://www.iso-ne.com/static-assets/documents/2015/05/crop_50007.pdf
Real time operation is defined as the current hour and the current hour plus one.	What is real time operation?	Real time operation is defined as the current hour and the current hour plus one.	https://www.iso-ne.com/static-assets/documents/2015/05/crop_50007.pdf
Future hours are those beyond real time operation.	What are future hours?	Future hours are those beyond real time operation.	https://www.iso-ne.com/static-assets/documents/2015/05/crop_50007.pdf
All verbal communications with various control centers shall be made on recorded phone lines unless otherwise noted.	Are phone calls with control centers recorded?	All verbal communications with Local Control Centers (LCC), neighboring Reliability Coordinators/Balancing Authorities (RC/BA), Designated Entities (DE), Demand Designated Entities (DDE) and/or SCADA centers shall be made on recorded phone lines unless otherwise noted.	https://www.iso-ne.com/static-assets/documents/2015/05/crop_50007.pdf
DALMP = $22.19 RALMP = $23.78	What was the Day-Ahead Locational Marginal Price and the Real-Time Locational Marginal Price in connecticut on october 10th 2023	9-Oct-23 15-Oct-23 All Hours CT $22.19 $23.78	https://www.iso-ne.com/static-assets/documents/2018/01/weekly_market_data_53_weeks.xlsx
$0.02	What was the DA Congestion Component in New Hampshire on 12th november 2023	6-Nov-23 12-Nov-23 NH $30.91 $0.02 $0.20 $32.61 $0.05 $0.26	https://www.iso-ne.com/static-assets/documents/2018/01/weekly_market_data_53_weeks.xlsx
1,54,409.00	What was the DA Load Obligation at Rhode island on November 29th 2023	27-Nov-23 3-Dec-23 RI 1,54,409.00 1,41,489.98 12,919.02 109.1%	https://www.iso-ne.com/static-assets/documents/2018/01/weekly_market_data_53_weeks.xlsx
DAGO is the total MWhs of cleared asset supply offers, cleared INC offers, and cleared imports at all locations.	How is day-ahead generation obligation calculated	Day-ahead generation obligation (DAGO) is the result of clearing the Day-Ahead Energy Market, and is easily aggregated by location. DAGO is the total MWhs of cleared asset supply offers, cleared INC offers, and cleared imports at all locations. 	https://www.iso-ne.com/static-assets/documents/100016/we_2024_10_13_weekly_final.pdf
 sum of generation and net external interchange	How is system load defined?	System load is ‘net energy’ for load on the system and is defined as the sum of generation and net external interchange, less pumping load.	https://www.iso-ne.com/static-assets/documents/100016/we_2024_10_13_weekly_final.pdf
FRM is the procurement mechanism for delivery of reserve products to meet TMNSR and TMOR requirements during on-peak hours	What is the Forward Reserve Market 	 The FRM is the procurement mechanism for delivery of reserve products to meet TMNSR and TMOR requirements in New England during on-peak hours. Market Participants submit offers for FRM obligations in specific reserve zones to the Forward Reserve Market Auction	https://www.iso-ne.com/static-assets/documents/100016/we_2024_10_13_weekly_final.pdf
 At the Transmission Committee 	Where will stakeholder discussions about changes related to Tariff language occur?	Most stakeholder discussions of these changes will occur at the Transmission Committee (TC)	https://www.iso-ne.com/static-assets/documents/100016/a04_tc_economic_study_process_improvements_phase2.pdf
To better reflect the type of improvements being assessed under this work	Why is the ISO proposing to rename the Market Efficiency Needs Scenario?	The names of the associated analysis, need, and upgrades are being revised to better reflect the type of improvements being assessed under this work	https://www.iso-ne.com/static-assets/documents/100016/a04_tc_economic_study_process_improvements_phase2.pdf
NERC RC-level certification, meet PER-005-2 requirements, approval by Manager	What are the requirements for a qualified ISO-NE Control Room Operator?	Any ISO-NE qualified Control Room Operator has the authority to take actions required to comply with NERC Reliability Standards. A qualified ISO-NE Control Room Operator has met the following requirements: 1. Have and maintain a NERC certification at the RC level (per R.1 of PER-003-2) 2. Applicable Requirements of PER-005-2 3. Approved to cover a Control Room Operator shift position by the Manager, Control Room Operations 4. Is proficient at the current qualified level.	https://www.iso-ne.com/static-assets/documents/2015/05/crop_50007.pdf
The current hour and the current hour plus one	How is real-time operation defined?	B. Real time operation is defined as the current hour and the current hour plus one.	https://www.iso-ne.com/static-assets/documents/2015/05/crop_50007.pdf
 Any ISO Control Room Operator qualified at that position or higher, or a delegated lower-qualified operator	Who can perform steps within the procedure?	Any ISO-NE qualified Control Room Operator has the authority to take actions required to comply with NERC Reliability Standards. A qualified ISO-NE Control Room Operator has met the following requirements: 1. Have and maintain a NERC certification at the RC level (per R.1 of PER-003-2) 2. Applicable Requirements of PER-005-2 3. Approved to cover a Control Room Operator shift position by the Manager, Control Room Operations 4. Is proficient at the current qualified level.	https://www.iso-ne.com/static-assets/documents/2015/05/crop_50007.pdf
ISO-NE is the Independent System Operator for New England. Its mission is to ensure reliable power supply, create competitive energy markets, and promote efficient market rules. ISO-NE plans and dispatches power resources, maintains transmission facilities, develops market rules, and coordinates with other control areas in the US and Canada.	What is ISO-NE? What is the mission of iso-ne? What does ISO-ne do? 	The mission of ISO is (through means including, but not limited to, planning, central dispatching,  coordinated maintenance of electric supply and demand-side resources and transmission facilities,  obtaining emergency power for Market Participants from other Control Areas, system restoration (where  required), the development of market rules, the provision of an open access regional transmission tariff  and the provision of a means for effective coordination with other control areas and utilities situated in the  United States and Canada):  (a) to assure the bulk power supply of the New England Control Area conforms to proper standards  of reliability;  (b) to create and sustain open, non-discriminatory, competitive, unbundled markets for energy,  capacity, and ancillary services (including Operating Reserves) that are (i) economically efficient  and balanced between buyers and sellers, and (ii) provide an opportunity for a participant to  receive compensation through the market for a service it provides in a manner consistent with  proper standards of reliability and the long-term sustainability of competitive markets;  (c) to provide market rules that (i) promote a market based on voluntary participation, (ii) allow  market participants to manage the risks involved in offering and purchasing services, and (iii)  compensate at fair value (considering both benefits and risks) any required service, subject to  Commission’s jurisdiction and review;  (d) to allow informed participation and encourage ongoing market improvements;  (e) to provide transparency with respect to the operation of and the pricing in markets and purchase  programs;  (f) to provide access to competitive markets within the New England Control Area and to  neighboring regions; and  (g) to provide for an equitable allocation of costs, benefits and responsibilities among market  participants.	https://www.iso-ne.com/static-assets/documents/regulatory/tariff/sect_1/sect_i.pdf
A Capacity Acquiring Resource is a resource that is seeking to acquire a Capacity Supply Obligation through: (1) a Capacity Supply Obligation Bilateral, or; (2) an annual or monthly reconfiguration auction.	What is a Capacity Acquiring Resource?	A Capacity Acquiring Resource is a resource that is seeking to acquire a Capacity Supply Obligation through: (1) a Capacity Supply Obligation Bilateral, or; (2) an annual or monthly reconfiguration auction.	https://www.iso-ne.com/static-assets/documents/regulatory/tariff/sect_1/sect_i.pdf
The Capacity Balancing Ratio is a ratio used in calculating the Capacity Performance Payment in the Forward Capacity Market.	How is the Capacity Balancing Ratio used?	The Capacity Balancing Ratio is a ratio used in calculating the Capacity Performance Payment in the Forward Capacity Market.	https://www.iso-ne.com/static-assets/documents/regulatory/tariff/sect_1/sect_i.pdf
The Capacity Base Payment is the portion of revenue received in the Forward Capacity Market as described in Section III.13.7.1 of Market Rule 1.	What is the Capacity Base Payment?	The Capacity Base Payment is the portion of revenue received in the Forward Capacity Market as described in Section III.13.7.1 of Market Rule 1.	https://www.iso-ne.com/static-assets/documents/regulatory/tariff/sect_1/sect_i.pdf
The Capacity Capability Interconnection Standard has the meaning specified in Schedule 22, Schedule 23, and Schedule 25 of the OATT.	What is the Capacity Capability Interconnection Standard?	The Capacity Capability Interconnection Standard has the meaning specified in Schedule 22, Schedule 23, and Schedule 25 of the OATT.	https://www.iso-ne.com/static-assets/documents/regulatory/tariff/sect_1/sect_i.pdf
The Capacity Clearing Price is the clearing price for a Capacity Zone for a Capacity Commitment Period resulting from the Forward Capacity Auction conducted for that Capacity Commitment Period.	How is the Capacity Clearing Price determined?	The Capacity Clearing Price is the clearing price for a Capacity Zone for a Capacity Commitment Period resulting from the Forward Capacity Auction conducted for that Capacity Commitment Period.	https://www.iso-ne.com/static-assets/documents/regulatory/tariff/sect_1/sect_i.pdf
A Capacity Commitment Period is the one-year period from June 1 through May 31 for which obligations are assumed and payments are made in the Forward Capacity Market.	What is the duration of a Capacity Commitment Period?	A Capacity Commitment Period is the one-year period from June 1 through May 31 for which obligations are assumed and payments are made in the Forward Capacity Market.	https://www.iso-ne.com/static-assets/documents/regulatory/tariff/sect_1/sect_i.pdf
Capacity Cost (CC) is one of four forms of compensation that may be paid to resources providing VAR Service under Schedule 2 of the OATT.	What is Capacity Cost (CC)?	Capacity Cost (CC) is one of four forms of compensation that may be paid to resources providing VAR Service under Schedule 2 of the OATT.	https://www.iso-ne.com/static-assets/documents/regulatory/tariff/sect_1/sect_i.pdf
A Capacity Export Through Import Constrained Zone Transaction is defined in Section III.1.10.7(f)(i) of Market Rule 1.	How is a Capacity Export Through Import Constrained Zone Transaction defined?	A Capacity Export Through Import Constrained Zone Transaction is defined in Section III.1.10.7(f)(i) of Market Rule 1.	https://www.iso-ne.com/static-assets/documents/regulatory/tariff/sect_1/sect_i.pdf
The Capacity Load Obligation is the quantity of capacity for which a Market Participant is financially responsible as described in Section III.13.7.5.2 of Market Rule 1.	What is the Capacity Load Obligation?	The Capacity Load Obligation is the quantity of capacity for which a Market Participant is financially responsible as described in Section III.13.7.5.2 of Market Rule 1.	https://www.iso-ne.com/static-assets/documents/regulatory/tariff/sect_1/sect_i.pdf
A Capacity Load Obligation Acquiring Participant is a load serving entity or any other Market Participant seeking to acquire a Capacity Load Obligation through a Capacity Load Obligation Bilateral.	Who is a Capacity Load Obligation Acquiring Participant?	A Capacity Load Obligation Acquiring Participant is a load serving entity or any other Market Participant seeking to acquire a Capacity Load Obligation through a Capacity Load Obligation Bilateral.	https://www.iso-ne.com/static-assets/documents/regulatory/tariff/sect_1/sect_i.pdf
Market Participants and Transmission Owners must submit plans 60 days before the proposed in-service date for significant changes. The ISO has 60-90 days to review and notify of any adverse effects. If no notification is received, the participant can proceed. The ISO maintains a public list of applications under review.	What is the process for reviewing a Market Participant's or Transmission Owner's proposed plans for additions or changes to their facilities?		https://www.iso-ne.com/static-assets/documents/regulatory/tariff/sect_1/sect_i.pdf
By April 30 each year, customers and applicants must submit a certificate (Attachment 3) stating that they have established or contracted for risk management procedures and appropriate training of relevant personnel applicable to participation in the New England Markets. The certificate must be signed by a Senior Officer. Failure to provide this certificate can result in prohibition from market participation for applicants or suspension for customers.	What are the annual risk management certification requirements for customers and applicants participating in New England Markets?	By April 30 each year, customers and applicants must submit a certificate (Attachment 3) stating that they have established or contracted for risk management procedures and appropriate training of relevant personnel applicable to participation in the New England Markets. The certificate must be signed by a Senior Officer. Failure to provide this certificate can result in prohibition from market participation for applicants or suspension for customers.	https://www.iso-ne.com/static-assets/documents/2017/09/sect_i_ex_ia.pdf
Applicants must submit written risk management policies, procedures, and controls before commencing activity in the FTR market. Designated FTR Participants with significant FTR transactions (exceeding 1,000 MW per month) must annually certify by April 30 that their risk management policies haven't changed or submit any changes. The ISO may also require any applicant or customer to submit their risk management policies based on identified risk factors. Failure to comply can result in prohibition from FTR market participation or suspension from entering future FTR transactions.	What are the additional requirements for participants in the FTR market regarding risk management policies?	Applicants must submit written risk management policies, procedures, and controls before commencing activity in the FTR market. Designated FTR Participants with significant FTR transactions (exceeding 1,000 MW per month) must annually certify by April 30 that their risk management policies haven't changed or submit any changes. The ISO may also require any applicant or customer to submit their risk management policies based on identified risk factors. Failure to comply can result in prohibition from FTR market participation or suspension from entering future FTR transactions.	https://www.iso-ne.com/static-assets/documents/2017/09/sect_i_ex_ia.pdf
A Market Participant's Hourly Requirements are calculated as the sum of three components: 1. Hourly Charges that have been invoiced but not paid, 2. Hourly Charges that have been settled but not invoiced, and 3. Hourly Charges that have been cleared but not settled, which are estimated using the Hourly Charges Estimator formula. This formula takes into account factors such as the number of days of cleared but unsettled charges, historical hourly charges, and a ratio of recent to historical Day-Ahead Prices at the New England Hub.	How is a Market Participant's "Hourly Requirements" calculated?	A Market Participant's Hourly Requirements are calculated as the sum of three components: 1. Hourly Charges that have been invoiced but not paid, 2. Hourly Charges that have been settled but not invoiced, and 3. Hourly Charges that have been cleared but not settled, which are estimated using the Hourly Charges Estimator formula. This formula takes into account factors such as the number of days of cleared but unsettled charges, historical hourly charges, and a ratio of recent to historical Day-Ahead Prices at the New England Hub.	https://www.iso-ne.com/static-assets/documents/2017/09/sect_i_ex_ia.pdf
Think of financial assurance allocation like filling up multiple buckets in a specific order. First, we make sure your Market Credit Test bucket isn't overflowing (stays at or below 100%). Then we do the same for your FTR Credit Test and Transmission Credit Test buckets. Once those are taken care of, we go back and try to keep all buckets below 90%, then below 80%. If there's anything left over after all that, it goes back to support your Market Credit Test.	How does financial assurance allocation work?	Market Participant's financial assurance is allocated in the following order:  1. First, to ensure the Market Credit Test Percentage is no greater than 100% 2. Then, to ensure the FTR Credit Test Percentage is no greater than 100% 3. Next, to ensure the Transmission Credit Test Percentage is no greater than 100% 4. If any remains, the process is repeated to ensure these percentages are no greater than 89.99% 5. If there's still a remainder, the process is again repeated to ensure the percentages are no greater than 79.99% 6. Any remaining financial assurance is allocated to the Market Credit Test Percentage.	https://www.iso-ne.com/static-assets/documents/2017/09/sect_i_ex_ia.pdf
The initial requirement is calculated using a straightforward formula: FAR = G + T + L + E  G: Your generation capacity T: How many MWs you plan to trade L: Your Real-Time Load Obligation E: Your expected share of monthly Participant Expenses  You'll need to have this ready one business day before you start any market activity.	What is the Initial Market Participant Financial Assurance Requirement for new and returning Market Participants?	The Initial Market Participant Financial Assurance Requirement is calculated using the formula FAR = G + T + L + E, where G represents generation capacity, T represents MWs to be traded, L represents Real-Time Load Obligation, and E represents the average monthly share of Participant Expenses. This amount must be provided to the ISO no later than one Business Day before commencing activity in the New England Markets or transmission service under the Tariff.	https://www.iso-ne.com/static-assets/documents/2017/09/sect_i_ex_ia.pdf
It depends on your status:  New participants: 3 months Returning participants (those who previously defaulted): 6 months	How long are new and returning Market Participants subject to the Initial Market Participant Financial Assurance Requirement?	New Market Participants are required to provide this financial assurance for three months, while Returning Market Participants (those whose previous membership was involuntarily terminated due to a Financial Assurance Default or payment default) must provide it for six months.	https://www.iso-ne.com/static-assets/documents/2017/09/sect_i_ex_ia.pdf
There are three important thresholds to watch:  At 80%: First warning level - triggers specific market restrictions At 90%: Second warning level - additional restrictions kick in Above 100%: Highest risk level - most severe restrictions apply	What happens if a new or returning Market Participant's Initial Market Participant Financial Assurance Requirement reaches certain thresholds of their provided financial assurance?	If the requirement reaches:  - 80% or more of the available financial assurance, it has the same effect as if the Market Participant's Market Credit Test Percentage, FTR Credit Test Percentage, or Transmission Credit Test Percentage equaled or exceeded 80%. - 90% or more, it has the same effect as if those percentages equaled or exceeded 90%. - Over 100%, it has the same effect as if those percentages exceeded 100%. These thresholds trigger the same consequences as outlined in Section III.B of the policy.	https://www.iso-ne.com/static-assets/documents/2017/09/sect_i_ex_ia.pdf
This is a specific requirement for FCM participants, calculated using a complex formula that considers several factors:  Delivery financial assurance MW Potential exposure Average balancing ratio Performance metrics Scaling factors Various collateral and charge adjustments	What is FCM Delivery Financial Assurance and how is it calculated?	FCM Delivery Financial Assurance is a component of the FCM Financial Assurance Requirements for Designated FCM Participants. It is calculated using the formula: FCM Delivery Financial Assurance = [DFAMW x PE x max[(ABR – CWAP), 0.1] x SF] – IMC – MCC, where DFAMW is delivery financial assurance MW, PE is potential exposure, ABR is average balancing ratio, CWAP is capacity weighted average performance, SF is a scaling factor, IMC is intra-month collateral, and MCC is monthly capacity charge.	https://www.iso-ne.com/static-assets/documents/2017/09/sect_i_ex_ia.pdf
For auctions starting with the ninth Forward Capacity Auction, you'll need to put up financial assurance equal to the difference between: Net CONE (adjusted) × Your qualified Non-Commercial Capacity Your FCM Deposit This gets recalculated after the auction based on what capacity obligation you actually received and the clearing price.	What are the financial assurance requirements for Non-Commercial Capacity participating in Forward Capacity Auctions?	For Non-Commercial Capacity participating in the ninth Forward Capacity Auction and later, a Designated FCM Participant must include in their FCM Financial Assurance Requirements an amount equal to the difference between the Net CONE associated with the auction (adjusted) times the Non-Commercial Capacity qualified, and the FCM Deposit. This amount is recalculated after the auction using a formula that includes factors such as the Capacity Supply Obligation awarded and the Capacity Clearing Price.	https://www.iso-ne.com/static-assets/documents/2017/09/sect_i_ex_ia.pdf
If your capacity isn't commercial when it's supposed to be, the financial requirements get progressively tougher: Starting month 2: The multiplier jumps to 4× Every 6 months after that: The multiplier increases by 1 This continues until either the capacity becomes commercial or your obligation is terminated.	How is the Non-Commercial Capacity Financial Assurance Amount adjusted if the capacity fails to become commercial?	If Non-Commercial Capacity fails to become commercial by the start of its Capacity Commitment Period, the Non-Commercial Capacity Financial Assurance Amount is recalculated. Beginning on the first Business Day of the second month of the Capacity Commitment Period, the Multiplier in the calculation increases to four. It then increases by one every six months until the capacity becomes commercial or the Capacity Supply Obligation is terminated.	https://www.iso-ne.com/static-assets/documents/2017/09/sect_i_ex_ia.pdf
If you default on Non-Commercial Capacity obligations: Daily penalty: 1% of your total Non-Commercial Capacity Financial Assurance Amount If not fixed quickly: You could lose your Capacity Supply Obligations Additional consequences: Can't get new obligations, lose your FCM Deposit and Financial Assurance Amount Worst case: You might get billed for any remaining shortfall	What happens if a Designated FCM Participant defaults on its financial assurance obligations related to Non-Commercial Capacity?	If a Designated FCM Participant defaults and doesn't cure within the appropriate period, they will be assessed a daily default charge of 1% of their total Non-Commercial Capacity Financial Assurance Amount. If the default isn't cured within the Non-Commercial Capacity Cure Period, consequences include termination of Capacity Supply Obligations, preclusion from acquiring new obligations, draw down of their FCM Deposit and Non-Commercial Capacity Financial Assurance Amount, and possible invoicing for any shortfall.	https://www.iso-ne.com/static-assets/documents/2017/09/sect_i_ex_ia.pdf
